,crps,calibration_score,beta,rho
0,14.82506842105263,0.6125,0.02,0.12000000000000001
0,14.741201754385965,0.6125,0.025,0.12000000000000001
0,14.67359298245614,0.6125,0.030000000000000002,0.12000000000000001
0,14.583436842105264,0.6125,0.034999999999999996,0.12000000000000001
0,14.471057894736843,0.6125,0.04,0.12000000000000001
0,15.073212280701753,0.6125,0.005,0.13
0,14.98699298245614,0.6125,0.01,0.13
0,14.867408771929826,0.6125,0.015,0.13
0,14.776036842105261,0.6125,0.02,0.13
0,14.68661052631579,0.6125,0.025,0.13
0,14.559312280701757,0.6125,0.030000000000000002,0.13
0,14.489191228070174,0.6125,0.034999999999999996,0.13
0,14.40936140350877,0.6125,0.04,0.13
0,15.067280701754386,0.6125,0.005,0.14
0,14.953796491228069,0.6125,0.01,0.14
0,14.797563157894736,0.6125,0.015,0.14
0,14.72987894736842,0.6081140350877192,0.02,0.14
0,14.630082456140352,0.6125,0.025,0.14
0,14.508380701754389,0.6125,0.030000000000000002,0.14
0,14.451568421052633,0.6125,0.034999999999999996,0.14
0,14.329366666666667,0.6125,0.04,0.14
0,15.03260701754386,0.6125,0.005,0.15000000000000002
0,14.88703157894737,0.6125,0.01,0.15000000000000002
0,14.784429824561405,0.6125,0.015,0.15000000000000002
0,14.667022807017544,0.6125,0.02,0.15000000000000002
0,14.582040350877193,0.6125,0.025,0.15000000000000002
0,14.458371929824564,0.6125,0.030000000000000002,0.15000000000000002
0,14.383000000000001,0.6125,0.034999999999999996,0.15000000000000002
0,14.28192105263158,0.6125,0.04,0.15000000000000002
0,15.00007543859649,0.6125,0.005,0.16000000000000003
0,14.860526315789473,0.6125,0.01,0.16000000000000003
0,14.75209649122807,0.6125,0.015,0.16000000000000003
0,14.617601754385966,0.6125,0.02,0.16000000000000003
0,14.510856140350878,0.6125,0.025,0.16000000000000003
0,14.402043859649124,0.6125,0.030000000000000002,0.16000000000000003
0,14.292219298245612,0.6081140350877192,0.034999999999999996,0.16000000000000003
0,14.168461403508772,0.6125,0.04,0.16000000000000003
0,14.95550350877193,0.6125,0.005,0.17000000000000004
0,14.83176842105263,0.6125,0.01,0.17000000000000004
0,14.716031578947371,0.6125,0.015,0.17000000000000004
0,14.590156140350876,0.6125,0.02,0.17000000000000004
0,14.454647368421053,0.6125,0.025,0.17000000000000004
0,14.352349122807016,0.6081140350877192,0.030000000000000002,0.17000000000000004
0,14.226219298245612,0.6081140350877192,0.034999999999999996,0.17000000000000004
0,14.123992982456139,0.6125,0.04,0.17000000000000004
0,14.916235087719299,0.6125,0.005,0.18000000000000005
0,14.833949122807015,0.6125,0.01,0.18000000000000005
0,14.641266666666665,0.6081140350877192,0.015,0.18000000000000005
0,14.544350877192983,0.6125,0.02,0.18000000000000005
0,14.391087719298245,0.6125,0.025,0.18000000000000005
0,14.296226315789474,0.6125,0.030000000000000002,0.18000000000000005
0,14.146324561403508,0.6125,0.034999999999999996,0.18000000000000005
0,14.040210526315787,0.6125,0.04,0.18000000000000005
0,14.935980701754385,0.6125,0.005,0.19
0,14.762829824561402,0.6125,0.01,0.19
0,14.61839298245614,0.6125,0.015,0.19
0,14.496484210526317,0.6125,0.02,0.19
0,14.358387719298245,0.6125,0.025,0.19
0,14.238866666666667,0.6081140350877192,0.030000000000000002,0.19
0,14.10902456140351,0.6125,0.034999999999999996,0.19
0,13.969373684210526,0.6125,0.04,0.19
0,14.89170350877193,0.6125,0.005,0.2
0,14.725403508771931,0.6125,0.01,0.2
0,14.600766666666667,0.6125,0.015,0.2
0,14.453859649122807,0.6125,0.02,0.2
0,14.297015789473683,0.6125,0.025,0.2
0,14.172045614035087,0.6125,0.030000000000000002,0.2
0,14.018333333333333,0.6125,0.034999999999999996,0.2
0,13.896831578947369,0.6037280701754386,0.04,0.2
