,crps,calibration_score,beta,rho
0,4.8648263157894736,0.25723684210526315,0.005,0.05
0,4.084657894736842,0.20460526315789473,0.01,0.05
0,3.732112280701755,0.20899122807017545,0.015,0.05
0,3.7363017543859653,0.2528508771929825,0.02,0.05
0,3.7361087719298247,0.27478070175438596,0.025,0.05
0,4.069178947368422,0.27039473684210524,0.030000000000000002,0.05
0,4.543271929824561,0.2791666666666667,0.034999999999999996,0.05
0,5.048571929824561,0.2835526315789474,0.04,0.05
0,3.7721684210526316,0.17828947368421055,0.005,0.07
0,3.6590666666666665,0.23092105263157894,0.01,0.07
0,3.882726315789474,0.27478070175438596,0.015,0.07
0,4.492264912280702,0.27039473684210524,0.02,0.07
0,5.332871929824561,0.27039473684210524,0.025,0.07
0,6.385835087719299,0.27039473684210524,0.030000000000000002,0.07
0,7.656491228070175,0.32741228070175443,0.034999999999999996,0.07
0,8.900033333333335,0.3888157894736842,0.04,0.07
0,3.5442473684210527,0.24407894736842106,0.005,0.09000000000000001
0,4.087308771929824,0.27039473684210524,0.01,0.09000000000000001
0,5.232815789473683,0.26600877192982453,0.015,0.09000000000000001
0,6.565601754385965,0.2967105263157895,0.02,0.09000000000000001
0,8.2448,0.3493421052631579,0.025,0.09000000000000001
0,10.136450877192985,0.4107456140350877,0.030000000000000002,0.09000000000000001
0,12.037845614035085,0.46337719298245617,0.034999999999999996,0.09000000000000001
0,14.09608245614035,0.4984649122807018,0.04,0.09000000000000001
0,3.985770175438596,0.27478070175438596,0.005,0.11000000000000001
0,5.237443859649123,0.2616228070175438,0.01,0.11000000000000001
0,7.103357894736842,0.30109649122807014,0.015,0.11000000000000001
0,9.419140350877193,0.4107456140350877,0.02,0.11000000000000001
0,11.913049122807017,0.47653508771929826,0.025,0.11000000000000001
0,14.52362807017544,0.4984649122807018,0.030000000000000002,0.11000000000000001
0,17.13791052631579,0.524780701754386,0.034999999999999996,0.11000000000000001
0,19.48807894736842,0.5335526315789474,0.04,0.11000000000000001
0,4.858743859649123,0.2616228070175438,0.005,0.13
0,7.00769298245614,0.32302631578947366,0.01,0.13
0,9.78277192982456,0.4107456140350877,0.015,0.13
0,12.75285087719298,0.4502192982456141,0.02,0.13
0,15.975950877192984,0.5116228070175439,0.025,0.13
0,19.133496491228073,0.524780701754386,0.030000000000000002,0.13
0,22.25362456140351,0.524780701754386,0.034999999999999996,0.13
0,25.22921228070176,0.5335526315789474,0.04,0.13
0,6.1248228070175434,0.30109649122807014,0.005,0.15000000000000002
0,9.205196491228072,0.39320175438596494,0.01,0.15000000000000002
0,12.694307017543862,0.4677631578947368,0.015,0.15000000000000002
0,16.406117543859647,0.5072368421052631,0.02,0.15000000000000002
0,20.195208771929824,0.5291666666666667,0.025,0.15000000000000002
0,23.836361403508775,0.5335526315789474,0.030000000000000002,0.15000000000000002
0,27.46223333333333,0.5335526315789474,0.034999999999999996,0.15000000000000002
0,30.91223859649123,0.5423245614035087,0.04,0.15000000000000002
0,7.714636842105263,0.34057017543859647,0.005,0.17000000000000004
0,11.530080701754386,0.4589912280701754,0.01,0.17000000000000004
0,15.697778947368421,0.49407894736842106,0.015,0.17000000000000004
0,20.095633333333332,0.5335526315789474,0.02,0.17000000000000004
0,24.532289473684212,0.5291666666666667,0.025,0.17000000000000004
0,28.401701754385964,0.5379385964912281,0.030000000000000002,0.17000000000000004
0,32.746524561403504,0.537938596491228,0.034999999999999996,0.17000000000000004
0,36.62003859649123,0.5423245614035087,0.04,0.17000000000000004
0,9.473085964912281,0.3975877192982456,0.005,0.19
0,14.066126315789475,0.49407894736842106,0.01,0.19
0,18.90283333333333,0.524780701754386,0.015,0.19
0,23.93764210526316,0.5291666666666667,0.02,0.19
0,28.637221052631578,0.537938596491228,0.025,0.19
0,33.6037649122807,0.5510964912280701,0.030000000000000002,0.19
0,37.954301754385966,0.5510964912280701,0.034999999999999996,0.19
0,42.425287719298254,0.5423245614035087,0.04,0.19
